User_ID,Install_Date,Campaign_ID,Device,Country,Age_Group,App_Version
U02362,2024-02-07,C002,iOS,UK,25-34,v2.3
U02363,2024-04-10,C001,iOS,India,55+,v2.3
U02364,2024-05-20,C003,iOS,Canada,18-24,v2.1
U02365,2024-04-19,C004,iOS,UK,25-34,v2.3
U02366,2024-02-05,C001,iOS,Germany,18-24,v2.4
U02367,2024-03-12,C001,iOS,UK,18-24,v2.4
U02368,2024-04-18,C001,Android,Canada,18-24,v2.3
U02369,2024-06-08,C004,iOS,UK,18-24,v2.3
U02370,2024-03-09,C006,iOS,UK,18-24,v2.3
U02371,2024-02-26,C001,Android,USA,25-34,v2.1
U02372,2024-02-11,C001,Android,Singapore,25-34,v2.3
U02373,2024-01-25,C001,iOS,UK,35-44,v2.4
U02374,2024-02-26,C002,iOS,Australia,25-34,v2.4
U02375,2024-04-08,C002,iOS,France,25-34,v2.3
U02376,2024-02-08,C004,iOS,Canada,25-34,v2.3
U02377,2024-03-10,C001,Android,USA,45-54,v2.3
U02378,2024-01-06,C003,Android,France,35-44,v2.3
U02379,2024-06-29,C001,Android,Australia,18-24,v2.3
U02380,2024-02-25,C002,iOS,UK,25-34,v2.2
U02381,2024-06-02,C006,Android,Australia,25-34,v2.3
U02382,2024-01-17,C002,Android,USA,25-34,v2.3
U02383,2024-05-05,C002,iOS,USA,25-34,v2.3
U02384,2024-03-09,C002,Android,USA,18-24,v2.4
U02385,2024-06-14,C003,iOS,UK,18-24,v2.3
U02386,2024-01-13,C004,iOS,India,18-24,v2.4
U02387,2024-01-13,C002,iOS,USA,18-24,v2.2
U02388,2024-04-21,C002,Android,UK,25-34,v2.3
U02389,2024-02-29,C006,Android,Canada,35-44,v2.4
U02390,2024-02-15,C002,iOS,USA,18-24,v2.1
U02391,2024-02-20,C004,iOS,Germany,25-34,v2.4
U02392,2024-05-16,C001,iOS,Germany,35-44,v2.2
U02393,2024-02-17,C001,iOS,France,35-44,v2.3
U02394,2024-01-06,C003,Android,USA,18-24,v2.3
U02395,2024-02-03,C001,Android,USA,35-44,v2.3
U02396,2024-04-26,C001,iOS,UK,35-44,v2.4
U02397,2024-01-18,C006,iOS,USA,25-34,v2.3
U02398,2024-04-11,C003,Android,India,25-34,v2.3
U02399,2024-05-13,C002,Android,Australia,35-44,v2.4
U02400,2024-05-14,C006,iOS,France,18-24,v2.1
U02401,2024-01-19,C004,iOS,USA,35-44,v2.3
U02402,2024-04-06,C002,iOS,USA,35-44,v2.2
U02403,2024-06-12,C004,iOS,Canada,35-44,v2.2
U02404,2024-03-18,C002,iOS,India,45-54,v2.2
U02405,2024-04-12,C002,iOS,India,25-34,v2.3
U02406,2024-01-14,C001,iOS,Canada,18-24,v2.3
U02407,2024-03-30,C002,iOS,Australia,25-34,v2.3
U02408,2024-03-31,C005,iOS,UK,55+,v2.4
U02409,2024-01-18,C002,iOS,India,18-24,v2.4
U02410,2024-02-07,C004,iOS,UK,25-34,v2.3
U02411,2024-04-05,C001,iOS,Germany,25-34,v2.3
U02412,2024-03-13,C002,Android,Canada,45-54,v2.4
U02413,2024-04-20,C004,iOS,Germany,35-44,v2.3
U02414,2024-01-18,C006,iOS,France,25-34,v2.4
U02415,2024-06-11,C002,iOS,India,18-24,v2.3
U02416,2024-04-10,C001,iOS,UK,18-24,v2.3
U02417,2024-02-19,C002,Android,UK,25-34,v2.2
U02418,2024-02-23,C001,iOS,France,25-34,v2.3
U02419,2024-01-17,C001,Android,UK,35-44,v2.2
U02420,2024-06-20,C002,Android,Canada,55+,v2.4
U02421,2024-03-07,C003,iOS,India,35-44,v2.3
U02422,2024-03-24,C003,Android,France,35-44,v2.4
U02423,2024-06-01,C005,iOS,France,25-34,v2.2
U02424,2024-05-10,C002,Android,Singapore,18-24,v2.3
U02425,2024-03-06,C001,iOS,UK,35-44,v2.4
U02426,2024-03-04,C002,iOS,UK,25-34,v2.3
U02427,2024-04-12,C002,iOS,UK,18-24,v2.3
U02428,2024-06-18,C001,iOS,India,25-34,v2.4
U02429,2024-02-09,C002,Android,USA,25-34,v2.3
U02430,2024-05-04,C006,iOS,Singapore,35-44,v2.3
U02431,2024-03-01,C002,Android,UK,18-24,v2.3
U02432,2024-04-06,C005,iOS,UK,35-44,v2.2
U02433,2024-04-19,C003,iOS,Singapore,45-54,v2.3
U02434,2024-01-14,C001,iOS,UK,55+,v2.3
U02435,2024-06-24,C006,Android,Australia,18-24,v2.2
U02436,2024-03-20,C002,iOS,Canada,55+,v2.3
U02437,2024-02-19,C005,Android,France,25-34,v2.2
U02438,2024-03-15,C004,iOS,France,25-34,v2.1
U02439,2024-06-04,C005,iOS,Germany,25-34,v2.3
U02440,2024-02-27,C004,iOS,France,35-44,v2.4
U02441,2024-04-25,C002,iOS,USA,35-44,v2.3
U02442,2024-03-01,C005,Android,Australia,18-24,v2.3
U02443,2024-06-29,C001,iOS,Canada,18-24,v2.2
U02444,2024-04-24,C001,Android,USA,25-34,v2.3
U02445,2024-03-02,C004,iOS,UK,35-44,v2.4
U02446,2024-05-21,C004,iOS,Australia,45-54,v2.4
U02447,2024-04-03,C001,iOS,UK,18-24,v2.4
U02448,2024-03-05,C002,Android,USA,55+,v2.4
U02449,2024-03-23,C002,Android,Germany,35-44,v2.4
U02450,2024-05-25,C005,iOS,France,18-24,v2.2
U02451,2024-01-24,C003,Android,UK,45-54,v2.2
U02452,2024-06-03,C003,iOS,UK,18-24,v2.1
U02453,2024-01-03,C004,Android,Germany,25-34,v2.1
U02454,2024-05-03,C005,Android,UK,18-24,v2.4
U02455,2024-05-09,C002,iOS,USA,35-44,v2.4
U02456,2024-02-20,C002,Android,Germany,25-34,v2.4
U02457,2024-05-20,C002,Android,USA,25-34,v2.1
U02458,2024-05-30,C004,Android,USA,45-54,v2.4
U02459,2024-06-04,C003,Android,France,18-24,v2.2
U02460,2024-06-15,C005,Android,Australia,35-44,v2.3
U02461,2024-01-02,C003,iOS,Singapore,25-34,v2.3
U02462,2024-04-20,C001,iOS,Germany,25-34,v2.4
U02463,2024-04-16,C001,Android,Germany,35-44,v2.4
U02464,2024-06-02,C004,iOS,Canada,25-34,v2.3
U02465,2024-01-30,C005,Android,USA,35-44,v2.2
U02466,2024-06-16,C001,Android,UK,35-44,v2.4
U02467,2024-01-06,C001,Android,Germany,18-24,v2.2
U02468,2024-03-06,C002,Android,UK,18-24,v2.1
U02469,2024-03-14,C002,iOS,USA,18-24,v2.4
U02470,2024-02-01,C005,iOS,UK,35-44,v2.4
U02471,2024-03-10,C006,iOS,USA,18-24,v2.4
U02472,2024-05-16,C002,iOS,Australia,25-34,v2.1
U02473,2024-01-24,C002,iOS,UK,55+,v2.4
U02474,2024-06-07,C005,Android,UK,18-24,v2.2
U02475,2024-02-11,C003,Android,UK,55+,v2.4
U02476,2024-03-30,C001,Android,Germany,25-34,v2.4
U02477,2024-04-13,C001,iOS,Canada,35-44,v2.4
U02478,2024-01-18,C006,Android,France,55+,v2.4
U02479,2024-05-22,C005,iOS,Canada,18-24,v2.1
U02480,2024-04-25,C001,iOS,UK,35-44,v2.3
U02481,2024-03-27,C002,Android,Singapore,45-54,v2.1
U02482,2024-01-25,C004,iOS,UK,18-24,v2.3
U02483,2024-05-21,C004,iOS,Canada,18-24,v2.4
U02484,2024-03-22,C001,iOS,USA,18-24,v2.2
U02485,2024-03-17,C004,Android,Australia,45-54,v2.4
U02486,2024-03-12,C002,iOS,UK,25-34,v2.1
U02487,2024-03-19,C004,iOS,UK,25-34,v2.2
U02488,2024-01-24,C005,Android,Canada,45-54,v2.3
U02489,2024-01-25,C006,Android,USA,18-24,v2.3
U02490,2024-05-29,C005,iOS,USA,45-54,v2.3
U02491,2024-05-18,C006,iOS,Australia,55+,v2.4
U02492,2024-05-19,C002,iOS,USA,45-54,v2.4
U02493,2024-01-11,C002,Android,UK,25-34,v2.4
U02494,2024-02-05,C001,Android,Canada,18-24,v2.3
U02495,2024-04-30,C005,iOS,UK,18-24,v2.4
U02496,2024-03-04,C001,iOS,Canada,25-34,v2.4
U02497,2024-06-10,C005,iOS,Australia,18-24,v2.4
U02498,2024-06-23,C003,Android,UK,25-34,v2.2
U02499,2024-02-18,C003,iOS,USA,35-44,v2.3
U02500,2024-05-15,C002,iOS,Singapore,25-34,v2.3
U02501,2024-03-09,C001,Android,UK,25-34,v2.3
U02502,2024-05-07,C001,iOS,Canada,35-44,v2.4
U02503,2024-05-27,C001,Android,UK,35-44,v2.2
U02504,2024-01-11,C001,iOS,UK,18-24,v2.3
U02505,2024-02-25,C002,iOS,UK,18-24,v2.2
U02506,2024-06-27,C001,iOS,UK,18-24,v2.4
U02507,2024-02-01,C005,iOS,USA,35-44,v2.4
U02508,2024-04-23,C004,Android,UK,25-34,v2.2
U02509,2024-06-19,C005,Android,USA,55+,v2.3
U02510,2024-03-05,C001,iOS,UK,45-54,v2.1
U02511,2024-04-27,C003,iOS,UK,25-34,v2.2
U02512,2024-02-15,C002,iOS,Germany,25-34,v2.3
U02513,2024-03-30,C002,iOS,UK,45-54,v2.4
U02514,2024-04-09,C002,iOS,USA,18-24,v2.4
U02515,2024-06-14,C003,iOS,India,25-34,v2.4
U02516,2024-01-29,C002,iOS,USA,18-24,v2.4
U02517,2024-05-12,C005,Android,UK,25-34,v2.4
U02518,2024-03-02,C006,iOS,UK,55+,v2.4
U02519,2024-06-06,C003,Android,India,35-44,v2.4
U02520,2024-01-01,C001,iOS,Germany,35-44,v2.3
U02521,2024-03-28,C001,iOS,UK,25-34,v2.4
U02522,2024-03-05,C004,iOS,UK,25-34,v2.4
U02523,2024-06-03,C003,iOS,USA,35-44,v2.4
U02524,2024-03-24,C001,iOS,USA,18-24,v2.3
U02525,2024-02-28,C002,iOS,Australia,18-24,v2.4
U02526,2024-02-29,C002,iOS,USA,25-34,v2.4
U02527,2024-01-27,C004,Android,USA,18-24,v2.4
U02528,2024-02-25,C002,iOS,UK,35-44,v2.2
U02529,2024-03-12,C004,Android,India,18-24,v2.4
U02530,2024-06-05,C001,Android,Germany,25-34,v2.3
U02531,2024-03-02,C001,Android,USA,35-44,v2.4
U02532,2024-01-02,C006,iOS,Singapore,45-54,v2.4
U02533,2024-01-26,C001,Android,India,25-34,v2.3
U02534,2024-03-30,C006,Android,Canada,18-24,v2.4
U02535,2024-06-09,C003,Android,UK,45-54,v2.2
U02536,2024-01-12,C004,iOS,UK,18-24,v2.3
U02537,2024-06-18,C002,Android,UK,35-44,v2.4
U02538,2024-04-03,C004,Android,USA,35-44,v2.2
U02539,2024-01-17,C005,iOS,USA,18-24,v2.1
U02540,2024-02-14,C004,Android,UK,35-44,v2.2
U02541,2024-02-09,C002,iOS,Australia,18-24,v2.4
U02542,2024-05-22,C006,iOS,India,35-44,v2.4
U02543,2024-05-29,C006,Android,UK,55+,v2.3
U02544,2024-05-25,C001,iOS,UK,45-54,v2.3
U02545,2024-03-21,C002,iOS,Germany,35-44,v2.1
U02546,2024-04-13,C002,Android,USA,18-24,v2.3
U02547,2024-06-26,C001,iOS,Germany,25-34,v2.4
U02548,2024-05-23,C003,Android,Canada,35-44,v2.2
U02549,2024-05-12,C001,Android,Germany,18-24,v2.1
U02550,2024-06-04,C003,iOS,USA,18-24,v2.3
U02551,2024-01-24,C002,iOS,UK,18-24,v2.3
U02552,2024-02-22,C001,Android,Australia,18-24,v2.2
U02553,2024-04-23,C001,Android,USA,35-44,v2.3
U02554,2024-02-12,C004,Android,USA,18-24,v2.1
U02555,2024-01-07,C005,Android,France,35-44,v2.1
U02556,2024-02-12,C004,Android,Canada,18-24,v2.2
U02557,2024-01-26,C002,Android,Canada,18-24,v2.3
U02558,2024-06-03,C001,iOS,USA,25-34,v2.2
U02559,2024-05-09,C004,Android,USA,18-24,v2.4
U02560,2024-06-02,C004,iOS,USA,25-34,v2.4
U02561,2024-02-08,C001,Android,USA,35-44,v2.3
U02562,2024-04-30,C001,iOS,UK,35-44,v2.1
U02563,2024-03-07,C006,iOS,Canada,18-24,v2.4
U02564,2024-03-11,C003,iOS,Canada,18-24,v2.2
U02565,2024-03-09,C003,Android,USA,18-24,v2.3
U02566,2024-02-13,C005,iOS,UK,35-44,v2.3
U02567,2024-01-14,C002,iOS,Canada,35-44,v2.3
U02568,2024-03-31,C005,iOS,Canada,35-44,v2.4
U02569,2024-05-14,C001,iOS,USA,18-24,v2.2
U02570,2024-04-10,C002,iOS,India,45-54,v2.4
U02571,2024-03-07,C004,iOS,France,18-24,v2.4
U02572,2024-05-07,C006,iOS,UK,35-44,v2.2
U02573,2024-06-14,C001,iOS,UK,18-24,v2.4
U02574,2024-06-07,C004,Android,USA,35-44,v2.4
U02575,2024-03-19,C002,iOS,UK,25-34,v2.4
U02576,2024-04-04,C004,Android,USA,18-24,v2.4
U02577,2024-03-05,C001,Android,France,25-34,v2.4
U02578,2024-04-09,C001,Android,USA,25-34,v2.4
U02579,2024-02-17,C002,iOS,Australia,25-34,v2.4
U02580,2024-03-16,C001,Android,Australia,35-44,v2.3
U02581,2024-03-19,C002,iOS,USA,35-44,v2.4
U02582,2024-05-09,C006,iOS,UK,18-24,v2.2
U02583,2024-06-27,C003,iOS,Singapore,25-34,v2.4
U02584,2024-04-29,C004,Android,Australia,25-34,v2.2
U02585,2024-06-12,C001,Android,UK,45-54,v2.2
U02586,2024-03-31,C001,iOS,Canada,45-54,v2.2
U02587,2024-02-26,C005,Android,UK,35-44,v2.3
U02588,2024-04-29,C004,Android,USA,35-44,v2.2
U02589,2024-05-31,C001,Android,USA,18-24,v2.3
U02590,2024-02-27,C001,iOS,UK,18-24,v2.1
U02591,2024-06-05,C004,iOS,Singapore,55+,v2.1
U02592,2024-05-08,C005,Android,Australia,25-34,v2.1
U02593,2024-02-17,C001,iOS,France,35-44,v2.3
U02594,2024-04-16,C001,iOS,Canada,55+,v2.2
U02595,2024-04-06,C002,Android,USA,35-44,v2.4
U02596,2024-06-01,C001,Android,USA,18-24,v2.3
U02597,2024-02-24,C002,Android,USA,45-54,v2.1
U02598,2024-06-03,C001,iOS,USA,35-44,v2.2
U02599,2024-05-18,C002,iOS,USA,25-34,v2.1
U02600,2024-02-05,C004,iOS,UK,35-44,v2.4
U02601,2024-06-04,C004,iOS,UK,25-34,v2.3
U02602,2024-01-20,C001,Android,Australia,45-54,v2.2
U02603,2024-05-13,C003,Android,UK,25-34,v2.1
U02604,2024-03-27,C001,Android,USA,55+,v2.4
U02605,2024-05-12,C004,iOS,UK,35-44,v2.1
U02606,2024-01-11,C006,Android,UK,45-54,v2.3
U02607,2024-04-11,C006,iOS,France,18-24,v2.2
U02608,2024-04-26,C001,Android,UK,55+,v2.4
U02609,2024-03-06,C006,iOS,France,25-34,v2.2
U02610,2024-05-26,C001,Android,USA,35-44,v2.3
U02611,2024-02-06,C004,Android,France,25-34,v2.4
U02612,2024-01-30,C001,Android,UK,25-34,v2.3
U02613,2024-02-19,C002,iOS,France,45-54,v2.4
U02614,2024-05-15,C001,iOS,UK,25-34,v2.4
U02615,2024-01-14,C001,iOS,Australia,18-24,v2.4
U02616,2024-05-09,C002,iOS,Australia,45-54,v2.2
U02617,2024-02-16,C006,Android,USA,25-34,v2.4
U02618,2024-04-13,C004,Android,Canada,35-44,v2.4
U02619,2024-05-26,C005,Android,Australia,45-54,v2.3
U02620,2024-06-02,C004,Android,Germany,45-54,v2.1
U02621,2024-05-13,C002,iOS,USA,25-34,v2.4
U02622,2024-03-04,C001,iOS,USA,35-44,v2.4
U02623,2024-05-25,C004,Android,UK,18-24,v2.2
U02624,2024-02-17,C005,Android,UK,35-44,v2.4
U02625,2024-04-20,C002,iOS,India,25-34,v2.4
U02626,2024-05-22,C003,iOS,UK,35-44,v2.4
U02627,2024-01-08,C004,iOS,UK,25-34,v2.4
U02628,2024-02-28,C003,iOS,Australia,35-44,v2.3
U02629,2024-03-03,C006,iOS,Australia,25-34,v2.1
U02630,2024-03-13,C005,Android,Singapore,45-54,v2.2
U02631,2024-02-06,C006,iOS,USA,18-24,v2.4
U02632,2024-02-07,C002,Android,USA,18-24,v2.4
U02633,2024-01-24,C005,iOS,USA,25-34,v2.1
U02634,2024-02-25,C001,iOS,USA,35-44,v2.4
U02635,2024-02-07,C004,Android,USA,25-34,v2.4
U02636,2024-01-31,C002,iOS,USA,25-34,v2.2
U02637,2024-03-20,C005,iOS,India,45-54,v2.4
U02638,2024-02-12,C003,iOS,UK,45-54,v2.3
U02639,2024-04-10,C006,iOS,Singapore,18-24,v2.4
U02640,2024-04-09,C003,iOS,Australia,45-54,v2.3
U02641,2024-01-07,C001,iOS,USA,35-44,v2.2
U02642,2024-03-16,C004,iOS,Germany,18-24,v2.3
U02643,2024-02-15,C005,iOS,France,55+,v2.3
U02644,2024-06-09,C001,Android,UK,25-34,v2.1
U02645,2024-05-06,C002,Android,USA,18-24,v2.4
U02646,2024-02-05,C004,Android,USA,18-24,v2.2
U02647,2024-01-05,C003,iOS,France,35-44,v2.4
U02648,2024-04-08,C006,Android,Canada,55+,v2.1
U02649,2024-03-08,C001,Android,Australia,25-34,v2.4
U02650,2024-02-20,C001,iOS,India,55+,v2.3
U02651,2024-02-13,C001,Android,USA,25-34,v2.4
U02652,2024-04-28,C001,Android,India,18-24,v2.2
U02653,2024-06-03,C001,iOS,UK,25-34,v2.4
U02654,2024-06-20,C002,iOS,USA,55+,v2.3
U02655,2024-02-18,C001,iOS,Australia,25-34,v2.2
U02656,2024-01-13,C004,iOS,Canada,18-24,v2.4
U02657,2024-03-16,C003,Android,UK,25-34,v2.4
U02658,2024-03-01,C002,Android,France,25-34,v2.3
U02659,2024-02-06,C006,Android,USA,25-34,v2.4
U02660,2024-01-20,C001,iOS,UK,25-34,v2.4
U02661,2024-05-17,C005,iOS,UK,25-34,v2.4
U02662,2024-02-13,C003,iOS,France,35-44,v2.4
U02663,2024-04-22,C001,iOS,France,45-54,v2.3
U02664,2024-01-30,C005,iOS,Australia,25-34,v2.1
U02665,2024-02-28,C003,iOS,Germany,25-34,v2.4
U02666,2024-05-19,C004,iOS,Australia,55+,v2.3
U02667,2024-06-28,C001,Android,USA,45-54,v2.3
U02668,2024-02-07,C005,iOS,Germany,25-34,v2.2
U02669,2024-06-17,C005,iOS,Canada,25-34,v2.2
U02670,2024-04-10,C004,Android,UK,25-34,v2.4
U02671,2024-01-27,C004,iOS,UK,18-24,v2.4
U02672,2024-02-14,C001,iOS,USA,25-34,v2.3
U02673,2024-06-01,C006,iOS,USA,35-44,v2.2
U02674,2024-06-08,C004,iOS,USA,18-24,v2.2
U02675,2024-01-10,C005,Android,Singapore,35-44,v2.2
U02676,2024-05-18,C002,Android,Australia,25-34,v2.4
U02677,2024-06-14,C001,Android,USA,35-44,v2.3
U02678,2024-06-10,C001,iOS,USA,35-44,v2.3
U02679,2024-01-10,C004,iOS,USA,18-24,v2.4
U02680,2024-04-12,C002,iOS,USA,55+,v2.2
U02681,2024-06-06,C002,iOS,UK,35-44,v2.4
U02682,2024-06-18,C006,iOS,USA,25-34,v2.2
U02683,2024-06-08,C003,iOS,USA,45-54,v2.4
U02684,2024-02-03,C002,iOS,USA,35-44,v2.4
U02685,2024-05-16,C002,iOS,USA,18-24,v2.3
U02686,2024-03-01,C002,Android,India,35-44,v2.4
U02687,2024-04-09,C002,Android,Australia,25-34,v2.1
U02688,2024-02-01,C001,Android,UK,35-44,v2.4
U02689,2024-03-09,C002,Android,USA,35-44,v2.2
U02690,2024-03-31,C005,Android,UK,18-24,v2.4
U02691,2024-06-23,C003,iOS,USA,25-34,v2.4
U02692,2024-02-19,C003,Android,Canada,18-24,v2.3
U02693,2024-03-07,C001,Android,USA,25-34,v2.3
U02694,2024-05-03,C001,Android,USA,55+,v2.2
U02695,2024-05-30,C001,Android,USA,35-44,v2.4
U02696,2024-01-27,C001,Android,USA,25-34,v2.3
U02697,2024-04-03,C001,Android,USA,55+,v2.4
U02698,2024-05-23,C002,Android,Germany,35-44,v2.2
U02699,2024-03-07,C001,iOS,Canada,18-24,v2.4
U02700,2024-05-11,C005,iOS,France,45-54,v2.3
U02701,2024-02-12,C001,iOS,Australia,35-44,v2.2
U02702,2024-01-10,C001,iOS,USA,18-24,v2.2
U02703,2024-01-28,C002,iOS,UK,35-44,v2.3
U02704,2024-02-24,C005,iOS,France,25-34,v2.2
U02705,2024-04-19,C002,iOS,UK,35-44,v2.4
U02706,2024-02-08,C004,Android,UK,55+,v2.4
U02707,2024-01-10,C005,iOS,USA,25-34,v2.4
U02708,2024-06-27,C004,iOS,UK,35-44,v2.2
U02709,2024-05-02,C001,iOS,UK,25-34,v2.3
U02710,2024-03-30,C002,Android,India,25-34,v2.4
U02711,2024-04-19,C002,Android,France,35-44,v2.3
U02712,2024-04-25,C003,iOS,France,18-24,v2.4
U02713,2024-05-10,C002,Android,Australia,25-34,v2.3
U02714,2024-05-30,C002,iOS,France,35-44,v2.4
U02715,2024-03-14,C001,iOS,Singapore,45-54,v2.4
U02716,2024-06-26,C002,iOS,UK,45-54,v2.4
U02717,2024-01-11,C001,iOS,Canada,35-44,v2.4
U02718,2024-01-19,C006,iOS,France,45-54,v2.4
U02719,2024-03-24,C005,iOS,UK,25-34,v2.1
U02720,2024-02-22,C004,iOS,Germany,35-44,v2.2
U02721,2024-03-13,C005,iOS,USA,35-44,v2.4
U02722,2024-05-05,C001,Android,Australia,55+,v2.3
U02723,2024-06-12,C005,Android,USA,25-34,v2.4
U02724,2024-02-03,C002,iOS,Germany,18-24,v2.3
U02725,2024-02-23,C006,iOS,UK,45-54,v2.4
U02726,2024-01-28,C004,iOS,UK,18-24,v2.2
U02727,2024-06-14,C001,iOS,UK,25-34,v2.1
U02728,2024-01-24,C003,iOS,USA,18-24,v2.3
U02729,2024-03-29,C001,iOS,USA,25-34,v2.1
U02730,2024-04-26,C001,iOS,USA,25-34,v2.2
U02731,2024-04-02,C003,iOS,UK,18-24,v2.3
U02732,2024-01-09,C002,Android,USA,35-44,v2.4
U02733,2024-04-26,C002,Android,UK,18-24,v2.1
U02734,2024-02-16,C004,Android,Canada,18-24,v2.3
U02735,2024-02-25,C001,Android,Australia,55+,v2.4
U02736,2024-02-17,C006,Android,USA,18-24,v2.3
U02737,2024-05-25,C006,iOS,USA,18-24,v2.2
U02738,2024-04-19,C005,Android,Canada,35-44,v2.2
U02739,2024-05-20,C001,Android,USA,25-34,v2.4
U02740,2024-05-27,C005,iOS,USA,55+,v2.2
U02741,2024-02-01,C003,Android,Germany,45-54,v2.2
U02742,2024-04-10,C002,Android,Canada,25-34,v2.2
U02743,2024-05-07,C004,Android,UK,25-34,v2.4
U02744,2024-05-29,C002,iOS,UK,18-24,v2.1
U02745,2024-03-04,C004,Android,Germany,45-54,v2.4
U02746,2024-02-24,C003,Android,USA,35-44,v2.3
U02747,2024-05-12,C001,iOS,France,35-44,v2.1
U02748,2024-04-03,C002,Android,France,25-34,v2.2
U02749,2024-01-12,C002,iOS,Canada,55+,v2.4
U02750,2024-05-12,C003,Android,USA,35-44,v2.4
U02751,2024-06-29,C006,Android,USA,18-24,v2.3
U02752,2024-01-16,C005,Android,Germany,45-54,v2.1
U02753,2024-01-05,C002,iOS,India,35-44,v2.4
U02754,2024-05-26,C002,iOS,USA,45-54,v2.4
U02755,2024-05-26,C006,Android,UK,18-24,v2.3
U02756,2024-05-30,C004,Android,UK,18-24,v2.2
U02757,2024-05-10,C001,Android,UK,18-24,v2.3
U02758,2024-04-30,C001,Android,USA,35-44,v2.2
U02759,2024-04-11,C001,iOS,UK,18-24,v2.2
U02760,2024-06-24,C006,Android,USA,35-44,v2.2
U02761,2024-01-30,C004,Android,UK,18-24,v2.3
U02762,2024-02-03,C006,iOS,Canada,18-24,v2.2
U02763,2024-03-28,C004,Android,Germany,55+,v2.2
U02764,2024-06-08,C004,iOS,USA,18-24,v2.3
U02765,2024-02-23,C003,Android,USA,45-54,v2.4
U02766,2024-05-13,C001,Android,USA,18-24,v2.2
U02767,2024-05-22,C004,Android,UK,25-34,v2.1
U02768,2024-06-19,C002,iOS,Canada,25-34,v2.1
U02769,2024-05-31,C001,Android,Singapore,25-34,v2.3
U02770,2024-01-17,C005,Android,UK,55+,v2.4
U02771,2024-05-25,C004,iOS,Australia,25-34,v2.1
U02772,2024-01-25,C001,iOS,UK,18-24,v2.4
U02773,2024-05-20,C002,iOS,USA,55+,v2.2
U02774,2024-01-07,C002,iOS,Germany,18-24,v2.2
U02775,2024-05-03,C006,iOS,USA,18-24,v2.2
U02776,2024-05-06,C002,iOS,Canada,25-34,v2.4
U02777,2024-01-22,C002,Android,UK,18-24,v2.2
U02778,2024-03-13,C003,Android,UK,25-34,v2.4
U02779,2024-02-10,C005,Android,Canada,18-24,v2.4
U02780,2024-03-14,C001,iOS,UK,25-34,v2.4
U02781,2024-05-07,C003,Android,USA,25-34,v2.4
U02782,2024-06-08,C001,iOS,Australia,55+,v2.3
U02783,2024-04-18,C005,Android,USA,45-54,v2.2
U02784,2024-03-05,C002,iOS,UK,18-24,v2.2
U02785,2024-05-11,C001,iOS,Germany,35-44,v2.3
U02786,2024-02-28,C001,iOS,Germany,18-24,v2.2
U02787,2024-05-12,C001,iOS,UK,35-44,v2.3
U02788,2024-01-28,C001,iOS,Australia,55+,v2.4
U02789,2024-04-28,C001,iOS,USA,18-24,v2.1
U02790,2024-02-28,C002,Android,France,25-34,v2.4
U02791,2024-03-11,C003,iOS,USA,18-24,v2.2
U02792,2024-01-05,C003,iOS,USA,25-34,v2.3
U02793,2024-04-19,C004,Android,USA,18-24,v2.3
U02794,2024-03-26,C001,Android,France,18-24,v2.3
U02795,2024-04-22,C006,Android,India,25-34,v2.2
U02796,2024-03-31,C003,iOS,France,35-44,v2.3
U02797,2024-01-09,C001,iOS,USA,18-24,v2.4
U02798,2024-06-09,C003,Android,Germany,18-24,v2.3
U02799,2024-06-19,C002,Android,UK,35-44,v2.2
U02800,2024-03-01,C003,Android,UK,35-44,v2.4
U02801,2024-06-30,C004,iOS,UK,18-24,v2.4
U02802,2024-01-17,C002,iOS,USA,35-44,v2.1
U02803,2024-05-30,C002,Android,France,55+,v2.3
U02804,2024-06-04,C003,iOS,UK,18-24,v2.3
U02805,2024-04-22,C004,Android,USA,25-34,v2.2
U02806,2024-04-15,C006,Android,UK,25-34,v2.4
U02807,2024-05-04,C003,iOS,UK,18-24,v2.3
U02808,2024-02-16,C001,Android,USA,35-44,v2.2
U02809,2024-05-25,C006,Android,USA,18-24,v2.4
U02810,2024-03-08,C001,iOS,Singapore,35-44,v2.1
U02811,2024-04-29,C001,iOS,India,45-54,v2.2
U02812,2024-04-15,C001,iOS,Australia,18-24,v2.4
U02813,2024-06-09,C002,Android,India,25-34,v2.4
U02814,2024-01-22,C001,Android,Germany,35-44,v2.3
U02815,2024-05-29,C002,iOS,UK,55+,v2.4
U02816,2024-05-17,C003,Android,USA,35-44,v2.1
U02817,2024-01-19,C006,Android,India,25-34,v2.2
U02818,2024-01-31,C002,Android,USA,25-34,v2.4
U02819,2024-05-26,C006,Android,USA,55+,v2.3
U02820,2024-01-16,C005,iOS,UK,25-34,v2.3
U02821,2024-01-24,C005,iOS,UK,25-34,v2.2
U02822,2024-04-13,C001,Android,UK,18-24,v2.4
U02823,2024-06-21,C005,iOS,UK,35-44,v2.3
U02824,2024-05-09,C001,Android,USA,55+,v2.4
U02825,2024-05-02,C004,iOS,UK,25-34,v2.4
U02826,2024-03-07,C006,iOS,Canada,18-24,v2.3
U02827,2024-05-06,C006,Android,UK,25-34,v2.4
U02828,2024-06-25,C003,iOS,Australia,25-34,v2.4
U02829,2024-04-27,C003,Android,Australia,35-44,v2.2
U02830,2024-06-12,C001,Android,USA,35-44,v2.4
U02831,2024-04-06,C002,iOS,USA,35-44,v2.1
